0 1
1 1.88333
2 2.47878
3 3.02552
4 3.42623
5 3.94634
6 3.79093
7 4.68416
8 5.85693
9 5.79074
10 5.71984
11 6.32829
12 5.0699
13 4.25845
14 4.81188
15 6.28571
16 6.32829
17 6.48327
18 6.56364
19 6.50717
20 6.53125
21 6.5232
22 6.5501
23 6.83771
24 5.2841
25 5.18069
26 5.00915
27 5.16385
28 5.27883
29 5.47913
30 5.60282
31 5.62863
32 5.94684
33 6.08816
34 6.18295
35 6.09985
36 5.42301
37 5.67286
38 5.70546
39 5.59493
